RIDAGEYR,RIAGENDR,RIDRETH3,INDHHIN2,INDFMPIR
52,1,6,9,1.9
7,1,4,5,0.68
23,2,6,NA,NA
17,1,6,NA,NA
24,2,2,7,1.81
10,2,3,8,2.41
23,2,4,4,0.54
47,2,1,6,1.38
8,1,2,5,0.68
65,1,1,6,0.65
31,2,4,NA,NA
73,1,3,4,1.49
2,1,7,4,0.81
68,1,4,2,0.77
71,2,2,2,0.7
54,2,3,99,NA
68,1,2,15,5
2,2,4,NA,NA
14,2,3,15,5
60,1,4,13,NA
65,2,3,8,2.92
54,2,6,10,2.85
35,2,1,15,4.34
52,2,6,15,0.08
28,2,3,9,3.69
5,1,4,8,1.52
17,1,1,15,5
16,1,3,15,5
5,1,7,4,1.12
61,1,6,7,0.79
3,1,4,7,1.43
16,1,3,15,4.76
32,1,4,7,2.11
65,2,6,15,5
73,2,4,10,4.4
62,1,1,13,NA
48,2,3,3,0.53
34,1,3,7,1.78
27,1,2,77,NA
54,1,2,99,NA
60,1,2,15,5
3,1,2,6,1.22
55,1,6,14,4.62
64,2,4,6,2.49
78,2,3,15,5
0,2,3,14,3.19
31,1,3,9,4.61
2,2,3,14,2.65
63,2,6,14,5
23,1,3,5,1.66
57,1,3,15,5
61,1,1,99,NA
10,2,3,14,2.85
1,2,3,10,3.37
4,1,2,NA,NA
46,1,6,15,5
11,1,2,6,0.85
26,1,4,7,2.02
61,2,4,1,0.28
58,2,1,14,4.86
9,2,1,7,1.47
60,2,2,4,1.06
35,2,6,10,4.43
64,2,6,15,5
64,2,6,4,0.76
8,2,3,5,0.96
80,2,3,NA,NA
13,2,1,14,2.52
63,2,4,3,0.76
72,2,1,12,NA
80,2,3,4,1.58
80,2,3,7,3.48
61,2,6,NA,NA
8,1,7,12,NA
39,1,4,8,1.65
6,1,3,6,0.91
16,2,3,6,1.04
63,1,4,15,5
64,1,3,15,5
4,2,4,9,2.89
74,1,3,2,0.62
0,2,4,7,1.54
0,1,3,5,0.75
80,1,3,4,0.73
75,2,3,9,2.79
45,1,4,15,3.4
11,1,1,77,NA
55,2,4,15,3.79
50,1,7,9,3.49
54,1,6,15,5
39,2,1,7,1.47
14,2,4,15,3.34
8,1,4,9,2.94
4,2,4,4,0.87
80,1,3,6,1.7
34,2,3,6,0.89
12,1,7,6,0.92
29,2,4,3,0.73
7,1,4,7,1.06
0,1,3,9,0.69
11,1,3,7,1.72
10,1,7,10,2.43
5,1,2,3,0.33
3,2,3,2,0.29
52,1,4,9,2.62
9,1,3,15,3.79
3,2,3,10,2.75
2,2,3,15,3.85
2,1,1,6,1.01
80,1,3,5,1.81
32,1,3,14,5
0,2,1,4,0.47
17,2,1,7,1.11
13,2,4,9,1.18
0,2,4,5,0.68
56,2,4,15,5
71,1,3,8,2.83
42,2,4,14,4.62
41,2,4,14,2.02
33,1,6,15,4.81
66,1,3,9,2.89
40,2,3,4,0.73
70,1,4,4,1.48
59,2,3,5,1.23
6,1,2,5,0.68
31,1,4,9,2.89
6,2,7,10,2.45
4,1,6,15,4.93
24,2,3,4,0.87
60,1,3,15,5
2,2,4,1,0.02
7,1,3,15,5
18,1,4,12,NA
40,1,7,10,2.21
17,1,1,99,NA
78,2,4,3,1.02
58,2,3,4,1.37
18,1,3,6,1.06
69,2,3,10,4.57
42,2,6,8,1.35
18,2,6,15,5
64,1,4,2,0.71
29,2,3,9,3.94
38,2,1,3,0.33
60,2,1,15,5
12,2,6,5,0.64
11,1,3,8,1.83
7,2,6,15,5
58,2,1,7,1.36
42,1,3,15,5
4,2,7,15,5
79,2,1,12,NA
47,2,3,15,3.98
3,1,1,4,0.61
0,1,3,10,2.85
1,1,1,15,0
32,2,1,6,1.42
6,2,3,14,2.73
9,1,3,8,1.79
12,1,6,NA,NA
16,2,1,5,0.68
52,1,1,NA,NA
12,1,3,14,2.03
45,2,4,15,5
66,1,4,2,0.74
53,2,6,7,1.32
0,1,2,6,1
80,1,7,99,NA
33,2,1,4,0.49
25,1,2,8,2.32
70,1,6,9,3.65
29,1,6,9,1.5
13,1,4,12,NA
6,1,6,15,2.96
31,2,3,15,5
49,1,4,5,1.97
5,2,4,4,0.66
30,2,2,NA,NA
54,2,3,5,1.06
19,2,1,6,1.88
15,2,1,77,NA
49,1,3,7,1.46
46,1,3,15,4.15
71,1,3,14,4.56
16,2,3,6,2
12,1,2,14,2.92
74,2,2,15,5
19,1,3,1,0.33
17,1,7,6,1.22
73,2,4,6,1.85
53,2,4,6,1.04
4,2,4,15,4.74
64,1,6,2,0.35
15,2,3,15,4.74
31,1,3,3,0.61
72,2,3,5,1.28
32,2,3,15,5
17,1,3,14,1.81
29,1,3,4,0.61
7,2,6,14,2.71
54,1,4,15,5
72,1,3,5,1.91
4,1,3,NA,NA
60,2,4,14,2.36
12,1,1,8,1.31
80,2,4,7,2.73
0,2,3,5,0.8
53,1,1,1,0.12
76,2,6,15,5
54,1,6,10,2.12
19,2,4,7,1.14
31,2,3,9,2.08
29,2,6,15,4.81
3,2,3,1,0.15
13,1,6,14,3.59
0,1,1,3,0.77
68,1,4,14,3.67
41,2,3,7,1.72
70,2,3,7,3.29
46,1,3,2,0.29
69,1,3,4,1.27
34,2,6,7,1.02
63,1,4,10,3.31
0,1,3,8,2.17
26,2,7,10,2.38
14,1,7,10,4
10,2,1,8,1.45
12,1,4,6,0.66
42,2,1,7,1.92
64,1,7,6,1.79
6,1,4,NA,NA
49,1,3,8,1.99
60,2,2,3,0.56
10,2,1,10,2.46
80,1,3,15,5
74,1,4,NA,NA
20,1,1,15,3.4
19,2,3,14,3.61
71,2,4,4,1.02
49,1,3,14,5
7,1,6,7,1.02
80,2,3,NA,NA
8,1,2,NA,NA
42,2,1,1,0.04
13,1,3,15,5
29,1,4,9,1.62
15,2,6,15,5
54,1,7,5,1.27
76,1,3,7,2.88
19,1,1,13,NA
60,1,3,10,3.18
67,1,4,7,2.49
1,1,3,10,2.95
3,2,7,2,0.24
20,2,1,5,0.45
2,1,3,1,0.17
69,1,4,6,1.75
48,2,3,5,1.66
0,1,4,3,0.8
72,2,3,77,NA
17,2,6,15,5
61,2,3,12,NA
10,2,4,6,0.74
6,2,4,7,1.02
39,2,3,99,NA
61,2,2,7,1.24
58,1,4,NA,NA
31,2,7,15,5
15,1,1,14,1.78
77,2,3,15,5
14,2,1,14,2.15
50,1,6,8,2.45
53,1,4,5,1.46
16,2,1,10,2
80,1,3,77,NA
12,1,2,99,NA
52,2,6,6,1.52
7,1,4,14,1.98
21,2,1,15,4.31
43,1,4,15,5
4,2,6,15,5
29,1,4,14,2.99
17,2,4,15,5
0,1,3,15,4.74
59,2,4,NA,NA
62,1,2,5,1.77
4,2,3,6,0.91
18,1,2,6,1.1
77,2,3,6,1.76
46,1,1,15,5
16,1,1,13,NA
28,2,1,9,3.52
71,1,3,7,2.71
7,2,4,6,1.04
10,2,3,6,0.89
38,1,1,15,2.63
9,1,6,15,5
32,1,4,6,1.77
42,1,7,14,3.04
32,1,3,7,1.59
13,2,4,6,0.99
18,1,4,NA,NA
23,1,1,14,2.72
74,2,3,7,2.46
23,2,2,77,NA
73,2,3,8,2.83
3,1,4,8,2.03
44,2,4,10,5
80,2,1,3,0.61
14,1,4,12,NA
60,2,4,10,5
11,2,3,15,5
71,1,4,14,3.46
1,1,3,NA,NA
36,1,2,9,2.39
42,2,3,5,0.96
33,2,6,15,4.78
15,2,2,15,5
15,2,1,12,NA
60,1,6,15,5
12,2,2,99,NA
66,2,1,6,1
2,1,6,77,NA
1,1,4,5,0.8
15,1,7,5,1.2
80,1,4,6,2.07
11,2,1,9,1.28
37,2,7,15,5
80,1,3,12,NA
8,1,3,14,2.43
47,1,1,8,2.64
47,2,7,15,5
35,2,3,9,2.44
3,2,3,10,2.43
10,2,4,6,1.05
74,1,3,6,0.87
3,2,6,15,4.55
0,1,3,6,1.24
63,1,6,9,2.44
66,1,4,12,NA
61,2,4,12,NA
14,1,3,7,1.67
24,2,3,12,NA
21,2,6,12,NA
66,1,1,15,5
62,2,3,9,4.53
0,1,4,99,NA
50,2,1,14,5
61,2,2,99,NA
53,2,3,3,0.7
80,2,3,7,3.09
38,1,1,6,0.85
24,2,2,4,0.41
1,1,7,3,0.48
34,1,3,14,4.06
69,2,3,15,5
58,1,1,7,1.83
1,1,2,99,NA
5,2,6,5,0.98
2,2,1,7,1.71
3,1,4,5,0.68
65,1,4,4,0.92
26,1,1,6,1.64
25,1,6,NA,NA
41,2,6,8,1.56
31,2,4,4,0.52
16,2,3,6,1.02
66,2,4,7,2.54
42,2,1,15,4.63
47,1,3,7,1.65
65,1,4,77,NA
5,1,3,7,2.06
79,1,3,8,3.04
37,2,6,10,2.38
51,1,4,NA,0.04
37,2,4,14,3.43
65,1,4,3,1.08
18,1,6,5,0.64
56,2,3,14,4.93
65,1,7,6,1.25
29,1,1,7,1.71
11,1,2,7,1.01
49,2,4,10,3.31
27,1,1,NA,NA
21,2,3,5,0.96
77,1,3,3,0.85
19,1,3,2,0.5
62,1,2,4,1.09
57,2,1,6,1.32
39,2,6,15,5
53,2,6,13,NA
4,1,1,99,NA
8,1,4,4,0.6
5,1,4,8,1.99
22,1,4,14,3.88
1,1,4,1,0.06
22,2,3,12,NA
10,1,1,2,0.39
11,2,4,13,NA
24,1,6,NA,NA
50,1,2,7,1.96
60,2,3,3,0.97
72,2,2,NA,NA
13,2,3,4,0.46
40,2,7,5,0.59
77,1,3,8,2.73
37,2,6,15,4.9
46,2,1,8,1.7
21,1,1,77,NA
32,2,3,6,0.85
41,1,4,6,2.32
64,1,3,6,1.85
24,1,3,3,0.83
80,2,4,15,5
69,1,4,77,NA
18,2,3,1,0.08
54,2,3,2,0.72
14,2,1,5,0.7
33,2,4,10,1.18
6,1,4,1,0.05
62,1,3,4,1.44
52,2,3,15,5
21,2,2,14,4.74
8,1,3,15,2.89
80,1,3,8,2.15
63,1,4,15,5
6,1,4,15,5
37,2,1,77,NA
66,1,6,8,2.98
8,1,4,4,0.87
3,2,3,15,4.78
45,2,3,6,1.14
15,1,3,8,1.95
48,2,4,NA,NA
4,1,4,15,4.85
9,1,6,15,4.9
66,2,3,7,1.39
51,2,1,99,NA
9,2,6,8,1.84
66,1,2,NA,1.07
5,1,4,NA,NA
17,2,3,3,0.58
46,2,4,15,5
13,1,3,6,2.09
17,2,2,99,NA
44,1,3,14,2.61
44,2,3,15,5
28,2,1,14,2.62
0,1,4,6,1.2
15,1,7,9,2.39
36,2,7,7,1.42
43,1,4,15,3.03
58,1,6,9,3.65
31,1,4,3,0.74
46,1,4,15,3.4
0,2,2,77,NA
38,1,4,4,0.52
29,1,4,5,1.4
13,1,4,NA,NA
71,1,4,6,2.1
53,1,7,7,0.25
9,2,1,8,1.67
15,2,3,2,0.44
57,2,4,4,1.41
18,2,1,8,1.41
23,1,3,4,0
2,2,3,14,2.85
80,1,3,8,3.08
77,1,3,15,5
10,1,1,10,2.59
58,2,1,13,NA
8,1,3,14,3.05
46,2,3,15,5
39,2,3,14,3.06
0,1,7,13,NA
56,1,3,3,0.86
9,1,3,12,NA
54,1,4,15,5
10,2,4,8,1.09
27,1,3,8,2.14
9,1,4,14,1.98
47,1,4,1,0
79,1,4,13,NA
10,2,4,7,1.71
62,1,1,10,2.43
65,2,4,12,NA
30,1,4,4,1.11
40,1,6,13,NA
15,2,6,9,1.87
27,2,1,4,0.59
1,1,3,4,0.65
80,1,3,8,2.99
30,1,3,15,5
39,1,3,7,1.49
64,2,2,4,0.95
35,1,1,8,2.31
4,2,6,9,2.39
67,2,4,99,1
72,1,3,5,1.35
25,2,4,8,2.73
3,1,3,6,1.57
80,1,3,15,5
60,1,3,9,2.65
35,2,3,6,1.08
40,1,1,77,NA
14,1,6,7,1.92
71,1,3,4,1.17
30,1,3,9,1.82
36,2,4,NA,NA
34,2,6,4,0.87
10,1,4,5,0.8
5,2,4,9,2.6
7,2,4,99,NA
79,1,4,9,2.94
62,1,1,3,0.83
51,1,6,15,4.52
7,2,6,15,4.08
36,2,3,1,0.2
23,2,3,5,0.96
2,1,4,4,0.68
43,2,1,NA,NA
40,2,4,7,1.69
53,1,1,9,3.69
36,1,6,7,1.36
26,1,6,10,2.12
23,1,6,5,0.96
3,2,4,5,0.96
32,1,3,4,1.06
46,2,4,8,3.08
41,1,2,3,0.51
37,1,2,14,3.67
80,2,1,NA,NA
65,1,4,1,0.15
59,1,1,6,1.32
2,1,2,6,0.73
40,2,1,15,3.4
17,1,3,8,2.06
58,1,3,14,3.32
78,1,2,6,1.54
5,1,1,9,2.39
35,1,7,4,1.06
67,1,1,4,0.83
2,1,3,9,3.04
66,1,1,NA,NA
27,1,3,NA,NA
44,1,2,4,0.41
14,2,4,6,1.07
67,1,3,NA,NA
51,1,4,7,1.63
1,2,4,7,1.63
49,2,4,77,NA
63,1,2,7,2.14
28,1,6,9,2.89
80,1,3,7,1.78
13,1,1,6,1.38
24,1,2,1,0.16
26,1,6,14,5
60,1,4,NA,NA
58,2,3,15,5
61,2,3,15,5
24,2,6,8,2.49
0,1,3,15,5
20,2,3,2,0.08
1,2,4,5,1.45
1,2,3,9,1.87
52,1,1,4,1.02
69,1,1,6,1.64
0,2,3,8,2.5
55,2,6,7,1.36
12,2,3,15,5
37,2,6,15,5
32,1,6,14,5
6,1,3,9,0.69
30,1,2,10,3.43
18,2,3,7,1.49
39,1,3,4,0.95
25,2,3,9,2.79
1,2,3,6,1.1
30,2,3,9,1.89
6,2,6,4,0.58
33,2,7,8,2.2
10,1,6,15,5
41,2,2,6,2.07
35,1,6,NA,NA
17,2,4,6,1.22
9,1,3,15,5
80,2,3,NA,NA
58,1,4,7,2.46
11,2,7,2,0.28
5,2,1,6,1.1
5,1,6,NA,NA
29,1,2,14,5
18,2,7,15,2.76
39,1,3,4,0.79
25,2,3,15,4.93
18,1,1,4,0.72
25,1,3,6,1.2
40,1,3,10,3.18
59,2,3,6,1.47
68,1,3,5,0.59
74,1,2,4,0.84
17,2,7,NA,NA
0,2,3,8,1.87
80,2,4,5,1.98
40,1,3,15,5
40,1,3,10,5
64,2,7,6,1.64
52,2,3,15,5
1,1,3,15,3.65
19,2,4,1,0
36,2,1,4,0.68
80,2,3,6,1.88
74,1,3,NA,NA
0,1,4,12,NA
13,1,4,14,2.02
3,2,4,15,5
0,1,4,1,0.07
80,1,3,3,1.11
50,2,4,4,0.95
80,1,3,7,2.43
32,2,1,14,5
68,1,3,6,1.7
38,2,3,4,0.91
8,2,3,4,0.51
33,2,2,99,NA
61,2,4,3,0.97
76,2,2,15,4.06
6,1,3,7,1.36
8,2,6,14,2.15
53,2,2,7,2.67
41,1,4,14,3.25
57,1,3,15,5
12,2,4,5,0.65
19,2,4,10,2.21
3,1,4,15,3.82
72,1,4,15,5
34,2,6,15,2.39
1,1,3,4,0.61
20,1,6,NA,NA
27,1,6,15,5
10,2,7,15,5
6,1,6,14,3.59
33,1,3,8,1.91
33,1,1,9,1.94
52,2,4,2,0.73
17,1,4,8,1.7
0,2,3,15,5
37,2,1,5,0.7
8,1,3,10,2.59
53,2,3,2,0.71
12,2,4,13,NA
54,2,1,99,1.15
78,1,4,6,2.09
79,2,6,77,NA
80,2,3,NA,NA
23,2,3,6,1.2
12,2,6,6,1.04
47,1,4,77,NA
19,2,3,NA,NA
48,1,3,99,NA
7,2,1,5,0.59
8,1,7,4,0.72
14,1,1,15,5
27,1,6,8,1.6
12,2,4,1,0.05
52,2,4,3,0.59
1,1,6,7,1.02
56,2,2,14,5
1,2,7,9,2.89
78,2,3,6,2.49
67,2,2,7,1.24
2,2,3,7,2.11
5,2,3,4,0.78
28,2,6,9,2.69
80,2,3,NA,NA
19,1,2,7,1.96
60,1,3,NA,NA
17,2,4,7,1.43
0,1,4,12,NA
80,1,3,12,NA
7,1,3,10,2.35
10,1,6,15,5
58,2,2,13,NA
74,1,1,3,0.57
80,2,2,5,1.18
28,1,4,14,3.25
79,2,3,7,3.09
29,2,4,12,2.06
80,2,2,1,0.29
34,1,1,7,1.19
1,2,3,9,2.44
61,2,4,7,3.48
54,1,4,7,0.94
8,1,3,14,3.66
22,1,3,14,4.45
78,1,3,NA,NA
8,2,3,7,1.6
70,1,4,5,1.89
75,1,7,3,0.86
53,1,4,9,1.58
5,1,6,10,3.43
5,2,6,NA,NA
4,1,6,9,2.44
67,1,4,4,0.96
64,2,2,2,0.25
14,1,4,14,1.98
0,1,1,3,0.31
5,1,3,4,0.61
80,1,4,3,0.65
39,2,6,9,2.89
35,2,4,9,1.29
72,1,6,4,1.29
30,1,6,6,1.35
0,2,1,14,1.69
77,1,3,3,1.07
60,2,4,99,NA
13,2,1,99,0.63
49,1,4,5,0.88
6,2,1,5,0.59
47,1,3,5,1.23
21,1,6,6,1.47
19,1,1,6,1.24
18,1,3,7,1.22
3,1,6,15,4.17
29,1,3,8,4.12
29,1,6,10,2.43
73,1,3,14,4.41
11,1,2,10,3.38
38,2,3,NA,NA
63,1,3,6,1.6
4,2,3,7,1.36
0,1,1,1,0.06
34,2,4,99,NA
77,1,2,6,2.27
68,2,3,14,5
59,2,4,10,1.18
8,1,1,10,3.42
32,2,6,8,3.2
22,2,7,15,5
67,1,6,9,3.63
74,1,3,4,1.37
75,2,3,4,1.37
16,1,1,5,0.7
55,1,6,9,2.44
0,2,7,9,1.62
5,2,6,15,4.17
44,2,4,14,2.78
56,2,4,77,NA
11,2,1,4,0.49
17,1,3,6,1.04
61,2,2,14,2.78
35,1,1,13,NA
0,2,3,7,1.59
38,2,3,7,3.52
80,2,4,9,3.34
5,1,4,NA,NA
1,2,7,1,0
11,1,6,7,1.79
17,1,3,4,0.91
22,2,3,14,4.62
11,1,3,15,5
51,2,3,15,5
56,1,3,15,5
6,2,3,6,0.79
28,2,4,7,1.13
80,1,6,15,5
5,2,2,8,2.03
42,2,3,7,1.46
49,1,4,4,0.95
61,2,3,12,NA
72,1,3,7,2.46
2,1,6,NA,NA
80,2,4,NA,NA
55,2,1,14,5
56,2,4,14,4.8
60,2,4,5,0.81
60,1,4,6,2.47
80,1,3,77,NA
25,2,3,14,4.62
0,2,4,7,1.39
16,2,4,5,0.81
44,2,6,2,0.32
66,2,1,9,1.95
55,2,6,15,5
24,1,1,3,0.48
1,2,3,15,4.34
57,2,3,6,1.82
4,2,4,1,0.06
5,2,6,14,3.86
20,1,4,3,0.74
41,1,4,7,2.47
65,2,3,7,2.91
42,1,2,99,NA
48,1,2,15,4.07
60,2,2,15,5
80,2,4,15,4.08
15,1,1,14,2.52
56,1,2,6,0.87
21,1,4,9,2.79
24,1,2,99,NA
33,2,1,6,0.85
75,1,3,9,4.56
51,1,6,8,1.56
8,2,1,5,0.81
3,2,3,6,0.85
74,1,3,7,2.48
35,2,3,14,3.92
73,2,7,7,2.19
38,1,3,NA,NA
10,2,7,15,4.86
4,2,6,6,1.44
50,1,4,15,5
25,2,6,15,4.78
4,2,3,15,5
49,1,3,15,5
69,2,1,9,3.69
3,1,2,6,1.1
7,1,3,10,3.43
12,2,6,5,0.7
0,2,3,14,4.41
57,1,3,7,1.78
57,1,3,14,5
9,2,3,NA,NA
16,2,4,9,2.43
27,1,2,99,NA
59,1,3,15,5
70,1,3,9,3.34
71,1,4,6,1.54
7,2,7,15,4.07
70,1,3,12,NA
10,2,6,6,1
1,1,7,NA,NA
59,1,3,5,1.1
55,2,4,1,0.04
41,1,3,7,1.88
7,2,1,NA,NA
13,1,6,4,0.58
65,2,1,12,NA
32,2,3,5,0.71
59,2,3,9,3.69
39,2,4,15,5
15,1,4,1,0.28
9,1,7,7,1.63
70,2,1,6,1.75
18,1,3,13,NA
77,1,1,8,2.06
11,2,3,12,NA
33,1,4,7,2.88
0,2,3,5,1.23
6,2,1,9,1.94
36,2,3,7,1.48
63,2,3,NA,NA
60,2,3,7,1.19
55,1,1,4,0.94
64,1,6,15,5
70,1,3,8,3.16
9,1,1,99,NA
24,2,4,7,1.21
33,1,6,15,4.93
47,2,4,1,0
15,1,4,7,1.04
71,2,6,15,5
6,2,7,7,1.43
65,2,4,14,5
52,1,2,5,0.81
25,2,3,6,1.44
21,2,6,5,0.64
13,1,1,14,2.86
38,1,1,6,1.2
49,2,6,9,2.04
16,1,3,15,4.07
62,2,4,7,1.21
77,1,3,8,3.04
2,1,3,3,0.87
30,2,4,8,4.12
63,1,3,15,5
7,2,7,15,3.21
60,1,4,8,1.79
34,2,2,14,3.33
15,1,3,5,0.59
13,1,7,14,3.07
78,1,4,14,2.02
80,1,3,5,1.81
38,2,4,77,NA
80,2,3,1,0.29
0,1,3,14,2.55
51,2,4,14,4.62
3,1,6,7,0.79
64,2,4,NA,NA
30,1,2,7,1.19
4,2,6,6,0.88
28,1,4,9,2.6
52,1,3,14,4.93
61,1,2,4,0.92
6,2,4,3,0.35
38,2,2,10,2.29
9,1,3,8,1.77
68,2,7,2,0.74
2,2,2,6,1.22
33,1,6,12,NA
11,1,2,8,1.37
4,2,7,4,0.5
20,1,3,NA,NA
16,2,1,6,1.02
0,1,3,12,NA
5,1,1,5,0.71
6,1,1,99,NA
13,1,1,77,NA
30,1,4,15,4.07
36,2,6,15,4.81
26,2,3,15,5
14,2,4,6,1.26
50,1,1,1,0.1
4,2,4,2,0.28
72,2,4,3,1.08
4,2,1,4,0.49
66,2,3,4,0.95
27,1,4,7,1.02
44,1,2,4,0.66
12,1,4,14,2.36
27,1,3,7,1.59
46,1,2,7,1.29
80,2,1,3,0.97
55,2,3,14,1.93
36,2,1,12,NA
80,2,3,4,1.58
26,2,6,1,0.08
17,1,3,9,1.55
55,1,6,15,5
57,2,2,15,5
70,1,4,14,4.16
50,1,3,15,5
12,1,1,3,0.52
31,2,3,6,1.44
36,2,4,5,0.73
28,2,4,15,4.98
32,1,6,15,5
53,2,3,3,0.86
76,1,6,7,2.41
58,2,4,4,1.08
26,2,4,15,5
33,2,3,15,5
17,2,7,15,4.07
30,2,6,12,NA
8,1,3,4,0.55
61,1,4,9,1.82
9,1,3,1,0.14
34,2,4,3,0.62
52,1,6,14,3.73
13,1,3,2,0.24
68,1,6,4,1.16
7,1,3,15,4.22
4,2,1,8,1.79
40,1,3,6,1.61
53,1,1,3,0.99
72,2,7,8,4.12
26,2,6,10,4.78
80,2,3,9,3.34
44,1,4,NA,NA
20,1,4,15,4.9
1,1,4,3,0.32
4,1,4,5,0.68
51,1,4,15,4.81
24,1,1,7,1.82
42,1,4,7,1.33
0,1,1,15,1.68
59,1,6,15,5
2,2,4,6,1.02
14,2,4,9,1.72
16,1,4,6,0.89
31,2,4,8,1.52
2,1,4,1,0.02
44,1,3,15,5
0,2,4,1,0.1
18,2,4,7,1.71
19,1,3,9,2.47
52,2,4,9,1.66
28,2,4,2,0.58
5,2,3,15,5
80,2,3,15,5
41,2,3,5,1.71
0,2,3,15,4.88
0,1,2,8,3.04
2,1,3,12,4.68
0,2,4,5,0.98
0,2,1,6,1.44
7,2,4,6,1.06
60,1,3,1,0
80,2,2,13,NA
10,1,3,15,3.56
9,2,3,6,1.22
31,2,4,15,5
35,2,4,15,3.03
30,2,6,12,NA
44,2,7,10,3.49
69,2,3,4,1.4
53,1,1,10,2.38
19,1,2,77,NA
77,2,3,15,5
22,2,3,NA,NA
2,2,6,15,5
70,2,2,15,5
31,2,2,9,2.39
38,1,1,7,1.09
56,1,7,14,4.68
20,2,3,10,0.37
49,1,7,10,1.91
51,1,6,15,5
74,2,3,6,1.97
10,1,6,9,2.08
43,1,6,4,0.58
16,1,3,15,5
2,2,3,15,5
17,2,6,9,2.94
65,1,1,9,1.95
23,2,1,6,1.1
63,2,1,3,0.82
72,1,3,14,4.62
3,2,4,2,0.28
80,2,3,15,5
44,2,7,4,0.93
29,2,4,6,1.7
45,2,6,7,1.39
62,2,3,4,1.28
57,1,4,13,NA
3,1,3,14,3.25
19,1,1,10,2.46
29,2,1,5,0.81
40,2,6,15,5
19,1,6,NA,NA
53,2,4,15,5
0,2,6,14,3.59
65,2,6,12,NA
0,2,1,1,0.15
14,1,3,15,3.1
0,1,1,8,2.15
39,2,4,NA,NA
47,2,3,5,0.96
29,1,1,6,0.8
43,2,1,6,1.11
11,1,6,15,5
44,2,1,7,1.36
61,1,1,15,5
18,1,3,10,1.5
46,2,3,NA,NA
19,2,7,15,5
37,2,2,99,NA
4,2,7,5,0.98
66,2,2,15,5
58,1,4,7,1.86
6,2,6,10,3.37
45,2,3,12,NA
30,1,3,6,1.52
3,1,4,6,0
52,1,3,4,1.32
45,2,6,14,4.69
23,1,1,NA,NA
1,1,1,4,0.91
6,2,4,2,0.18
16,2,3,10,3.49
60,1,7,6,1.72
56,2,3,77,NA
55,1,6,7,1.36
62,1,3,1,0
66,2,4,8,2.36
40,2,1,7,1.09
13,2,3,15,5
54,1,3,8,2.77
67,2,4,6,1.06
10,1,2,15,5
74,2,1,77,NA
6,2,4,1,0.18
18,2,3,14,4.6
26,2,7,15,5
7,1,3,15,5
58,2,2,7,1.83
41,1,1,NA,NA
55,2,4,NA,NA
13,2,2,15,4.18
80,2,3,7,2.31
65,1,2,8,1.87
19,1,7,3,0.83
27,2,2,15,4.12
19,2,3,7,1.72
9,2,1,1,0.04
46,1,6,15,5
14,1,7,15,5
80,2,3,6,1.82
71,1,4,10,3.13
0,2,3,3,0.46
44,2,1,3,0.41
67,2,2,8,2.39
28,1,1,14,3.29
69,1,6,NA,NA
0,1,2,7,1.39
1,2,7,12,NA
61,2,4,15,5
73,2,3,3,1.23
15,1,7,9,2.04
56,1,4,8,1.49
60,1,4,1,0.16
6,1,3,14,3.06
0,1,2,4,0.83
80,2,3,8,3.33
1,2,4,2,0.18
69,1,3,15,5
2,2,1,2,0.22
30,1,7,2,0.18
71,2,3,14,4.62
47,1,1,6,1.11
54,2,1,NA,NA
13,1,3,15,3.47
7,2,2,14,3.98
0,1,3,6,1.22
71,2,2,1,0.09
69,2,6,4,1.06
29,2,4,3,0.35
15,1,3,15,3.23
10,1,1,10,1.91
11,1,4,14,1.98
78,1,1,99,NA
53,2,4,15,5
26,1,4,14,4.16
72,2,3,7,2.43
80,2,3,14,5
1,2,7,4,0.52
4,2,6,NA,NA
49,1,3,13,NA
80,2,3,7,2.71
10,1,1,99,NA
27,2,6,9,2.94
16,1,3,6,1.67
69,1,6,6,1.54
32,2,7,2,0.28
35,2,3,2,0.02
45,1,6,15,4.17
80,2,3,5,1.74
8,2,3,1,0.04
13,2,4,6,1.14
17,2,4,8,2.03
16,1,3,8,2.83
75,1,3,6,1.52
9,2,4,2,0.58
13,2,3,7,1.34
39,1,3,14,2.28
6,2,4,14,2.99
45,1,1,10,3.38
68,2,2,6,1.1
20,2,4,6,1.14
32,1,3,5,1.81
41,1,4,NA,NA
69,2,3,NA,NA
57,2,4,1,0.12
1,1,1,9,1.45
29,1,4,7,1.58
57,1,3,NA,NA
26,2,1,9,1.97
13,2,7,15,3.21
57,1,4,6,1.44
45,2,2,6,1.22
19,1,3,1,0.08
16,2,1,1,0.01
41,2,6,15,5
67,2,1,9,3.88
8,1,4,NA,NA
43,1,7,5,0.59
6,1,1,4,0.58
80,1,3,9,3.69
10,2,3,9,3.69
36,2,4,2,0.28
7,2,4,9,1.82
80,2,4,3,0.97
12,1,3,NA,NA
80,1,7,5,1.66
39,2,4,6,1.07
0,2,1,6,1.01
47,1,1,1,0.04
27,2,4,4,0.85
17,2,3,5,0.96
48,1,1,8,1.89
11,2,1,2,0.42
65,2,4,4,0.42
52,1,6,15,5
52,2,3,2,0.75
19,1,2,77,NA
2,1,3,15,5
17,2,7,7,1.68
3,2,2,3,0.74
48,2,3,14,4.86
11,1,6,15,5
11,2,1,99,NA
15,1,4,7,1.14
27,2,1,6,1.2
0,1,3,14,3.41
2,2,1,2,0.29
2,1,3,10,3.43
62,2,1,13,NA
14,2,1,14,1.78
